player_id,player_name,birth_date,position,is_active,weight,height,draft_year
1628379,Luke Kennard,1996-06-24T00:00:00,Guard,1,206,6-5,2017
1631117,Walker Kessler,2001-07-26T00:00:00,Center,1,245,7-0,2022
1630296,Braxton Key,1997-02-14T00:00:00,Forward,1,225,6-8,Undrafted
1630557,Corey Kispert,1999-03-03T00:00:00,Forward,1,224,6-6,2021
1628467,Maxi Kleber,1992-01-29T00:00:00,Forward,1,240,6-10,Undrafted
1641752,Bobi Klintman,2003-03-06T00:00:00,Forward,1,225,6-9,2024
1642261,Dalton Knecht,2001-04-19T00:00:00,Forward,1,215,6-6,2024
1628995,Kevin Knox II,1999-08-11T00:00:00,Forward,1,215,6-8,2018
1642278,Tyler Kolek,2001-03-27T00:00:00,Guard,1,195,6-3,2024
1631132,Christian Koloko,2000-06-20T00:00:00,Center,1,225,7-0,2022
1629723,John Konchar,1996-03-22T00:00:00,Guard,1,210,6-5,Undrafted
1628436,Luke Kornet,1995-07-15T00:00:00,Center-Forward,1,250,7-1,Undrafted
1630249,Vít Krejčí,2000-06-19T00:00:00,Guard,1,195,6-8,2020
1630228,Jonathan Kuminga,2002-10-06T00:00:00,Forward,1,225,6-7,2021
1628398,Kyle Kuzma,1995-07-24T00:00:00,Forward,1,221,6-9,2017
1631222,Jake LaRavia,2001-11-03T00:00:00,Forward,1,235,6-7,2022
203897,Zach LaVine,1995-03-10T00:00:00,Guard,1,200,6-5,2014
1627746,Skal Labissiere,1996-03-18T00:00:00,Forward-Center,0,235,6-10,2016
1629111,Jock Landale,1995-10-25T00:00:00,Center,1,255,6-11,Undrafted
1641796,Pelle Larsson,2001-02-23T00:00:00,Guard,1,215,6-5,2024
1630639,A.J. Lawson,2000-07-15T00:00:00,Guard,1,179,6-6,Undrafted
1627747,Caris LeVert,1994-08-25T00:00:00,Guard,1,205,6-6,2016
1627814,Damion Lee,1992-10-21T00:00:00,Guard-Forward,1,210,6-6,Undrafted
203458,Alex Len,1993-06-16T00:00:00,Center,1,250,7-0,2013
202695,Kawhi Leonard,1991-06-29T00:00:00,Forward,1,225,6-7,2011
1642502,Malevy Leons,1999-09-23T00:00:00,Forward,0,210,6-9,Undrafted
